OrdenID,LineaID,ServicioID,Servicio,FamiliaServicio,Averia,HorasManoObra,PrecioHora,PiezasCoste
2000234,2,S004,Batería,Electricidad,Electricidad,0.71,50.0,135.13
2000234,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.84,42.75,17.24
2000235,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.11,60.0,41.9
2000236,1,S005,Aire acondicionado,Climatización,Climatización,1.63,63.0,171.37
2000237,1,S003,Discos freno,Frenos,Frenos,1.94,60.64,158.93
2000238,1,S002,Pastillas freno,Frenos,Frenos,1.53,52.5,30.52
2000239,1,S007,Neumáticos,Ruedas,Ruedas,1.62,55.0,214.82
2000239,2,S005,Aire acondicionado,Climatización,Climatización,1.65,60.0,114.76
2000240,1,S003,Discos freno,Frenos,Frenos,1.99,52.25,68.9
2000241,1,S002,Pastillas freno,Frenos,Frenos,1.1,50.0,40.64
2000241,2,S007,Neumáticos,Ruedas,Ruedas,1.78,57.75,359.0
2000242,1,S006,ITV precheck,Inspección,Inspección,0.81,42.75,19.97
2000242,2,S005,Aire acondicionado,Climatización,Climatización,1.82,60.0,188.04
2000243,1,S004,Batería,Electricidad,Electricidad,1.12,50.0,160.36
2000244,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.49,59.85,8.75
2000245,1,S003,Discos freno,Frenos,Frenos,1.77,52.25,131.24
2000246,1,S004,Batería,Electricidad,Electricidad,0.89,50.0,98.78
2000246,2,S007,Neumáticos,Ruedas,Ruedas,1.48,52.25,289.1
2000247,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.69,63.0,26.74
2000248,1,S003,Discos freno,Frenos,Frenos,2.19,55.0,103.69
2000248,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.86,45.0,23.32
2000249,1,S004,Batería,Electricidad,Electricidad,0.82,52.5,91.61
2000250,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.0,60.0,24.34
2000251,1,S007,Neumáticos,Ruedas,Ruedas,1.69,57.75,325.92
2000252,1,S003,Discos freno,Frenos,Frenos,1.75,54.86,102.13
2000253,1,S003,Discos freno,Frenos,Frenos,2.01,57.75,132.14
2000254,1,S007,Neumáticos,Ruedas,Ruedas,1.64,55.0,352.07
2000255,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.92,59.85,51.94
2000255,2,S005,Aire acondicionado,Climatización,Climatización,2.18,63.0,154.5
2000256,1,S002,Pastillas freno,Frenos,Frenos,1.1,49.88,75.73
2000257,1,S006,ITV precheck,Inspección,Inspección,1.19,49.61,6.97
2000257,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.15,63.0,45.91
2000257,3,S003,Discos freno,Frenos,Frenos,1.39,57.75,140.3
2000258,1,S003,Discos freno,Frenos,Frenos,1.87,55.0,81.93
2000259,1,S004,Batería,Electricidad,Electricidad,0.63,50.0,177.62
2000259,2,S005,Aire acondicionado,Climatización,Climatización,1.51,60.0,231.28
2000260,1,S005,Aire acondicionado,Climatización,Climatización,2.22,63.0,103.41
2000261,1,S003,Discos freno,Frenos,Frenos,2.02,57.75,101.25
2000262,1,S006,ITV precheck,Inspección,Inspección,1.0,45.0,1.56
2000263,1,S006,ITV precheck,Inspección,Inspección,0.9,47.25,7.18
2000264,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.92,45.0,24.45
2000264,2,S004,Batería,Electricidad,Electricidad,0.58,47.5,104.01
2000265,1,S003,Discos freno,Frenos,Frenos,1.85,57.75,110.39
2000266,1,S004,Batería,Electricidad,Electricidad,0.75,52.5,145.57
2000267,1,S007,Neumáticos,Ruedas,Ruedas,1.61,54.86,141.75
2000267,2,S006,ITV precheck,Inspección,Inspección,1.14,47.25,8.8
2000268,1,S005,Aire acondicionado,Climatización,Climatización,2.08,60.0,187.44
2000269,1,S002,Pastillas freno,Frenos,Frenos,0.73,52.5,47.75
2000269,2,S004,Batería,Electricidad,Electricidad,0.9,52.5,167.81
2000270,1,S003,Discos freno,Frenos,Frenos,1.96,60.64,151.81
2000271,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,42.75,38.86
2000271,2,S007,Neumáticos,Ruedas,Ruedas,1.57,55.0,217.52
2000272,1,S004,Batería,Electricidad,Electricidad,0.78,52.5,147.7
2000273,1,S004,Batería,Electricidad,Electricidad,0.89,55.12,134.88
2000274,1,S004,Batería,Electricidad,Electricidad,0.62,52.5,169.75
2000275,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.95,66.15,40.77
2000275,2,S003,Discos freno,Frenos,Frenos,2.18,57.75,70.95
2000276,1,S006,ITV precheck,Inspección,Inspección,1.51,47.25,9.1
2000277,1,S005,Aire acondicionado,Climatización,Climatización,2.01,60.0,113.16
2000278,1,S002,Pastillas freno,Frenos,Frenos,1.62,49.88,60.67
2000279,1,S007,Neumáticos,Ruedas,Ruedas,1.66,57.75,294.64
2000280,1,S004,Batería,Electricidad,Electricidad,0.81,50.0,97.02
2000281,1,S007,Neumáticos,Ruedas,Ruedas,1.16,60.64,311.47
2000281,2,S002,Pastillas freno,Frenos,Frenos,1.25,52.5,54.93
2000282,1,S004,Batería,Electricidad,Electricidad,0.76,52.5,91.95
2000282,2,S007,Neumáticos,Ruedas,Ruedas,1.87,57.75,210.41
2000283,1,S005,Aire acondicionado,Climatización,Climatización,1.74,60.0,136.81
2000284,1,S005,Aire acondicionado,Climatización,Climatización,1.82,63.0,96.79
2000284,2,S002,Pastillas freno,Frenos,Frenos,1.47,50.0,53.89
2000285,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,47.25,19.86
2000285,2,S007,Neumáticos,Ruedas,Ruedas,1.45,57.75,157.83
2000286,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.69,42.75,29.85
2000286,2,S002,Pastillas freno,Frenos,Frenos,1.25,50.0,70.32
2000287,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.96,63.0,32.18
2000288,1,S005,Aire acondicionado,Climatización,Climatización,1.98,60.0,235.48
2000289,1,S003,Discos freno,Frenos,Frenos,1.48,57.75,147.84
2000289,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,49.61,18.89
2000290,1,S007,Neumáticos,Ruedas,Ruedas,1.78,60.64,284.1
2000291,1,S003,Discos freno,Frenos,Frenos,1.36,55.0,118.42
2000292,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.04,42.75,22.66
2000293,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.95,44.89,15.89
2000293,2,S002,Pastillas freno,Frenos,Frenos,1.29,52.5,56.74
2000293,3,S003,Discos freno,Frenos,Frenos,2.04,54.86,92.67
2000294,1,S007,Neumáticos,Ruedas,Ruedas,1.7,55.0,315.09
2000294,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.01,57.0,45.98
2000295,1,S004,Batería,Electricidad,Electricidad,0.59,52.5,84.77
2000295,2,S006,ITV precheck,Inspección,Inspección,0.83,49.61,6.02
2000296,1,S002,Pastillas freno,Frenos,Frenos,1.28,55.12,42.34
2000296,2,S003,Discos freno,Frenos,Frenos,1.2,57.75,146.62
2000297,1,S002,Pastillas freno,Frenos,Frenos,1.16,52.5,63.01
2000298,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.3,49.61,21.26
2000299,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.57,60.0,27.94
2000299,2,S003,Discos freno,Frenos,Frenos,1.9,57.75,75.32
2000299,3,S002,Pastillas freno,Frenos,Frenos,1.43,47.5,32.62
2000300,1,S006,ITV precheck,Inspección,Inspección,0.81,47.25,0.28
2000300,2,S005,Aire acondicionado,Climatización,Climatización,2.32,63.0,228.68
2000301,1,S004,Batería,Electricidad,Electricidad,0.72,52.5,82.86
2000301,2,S002,Pastillas freno,Frenos,Frenos,1.41,52.5,40.68
2000302,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.17,47.25,23.83
2000303,1,S005,Aire acondicionado,Climatización,Climatización,1.53,57.0,83.62
2000304,1,S007,Neumáticos,Ruedas,Ruedas,1.39,57.75,289.73
2000305,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.2,66.15,56.0
2000306,1,S003,Discos freno,Frenos,Frenos,1.47,55.0,120.23
2000306,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,45.0,28.53
2000307,1,S002,Pastillas freno,Frenos,Frenos,1.23,50.0,64.7
2000308,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.51,60.0,20.95
2000309,1,S004,Batería,Electricidad,Electricidad,0.78,52.5,97.41
2000310,1,S002,Pastillas freno,Frenos,Frenos,1.29,52.5,31.15
2000310,2,S005,Aire acondicionado,Climatización,Climatización,1.87,66.15,184.86
2000311,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.92,44.89,28.49
2000312,1,S006,ITV precheck,Inspección,Inspección,0.86,45.0,10.82
2000312,2,S003,Discos freno,Frenos,Frenos,1.65,55.0,157.4
2000313,1,S002,Pastillas freno,Frenos,Frenos,0.93,49.88,75.22
2000313,2,S006,ITV precheck,Inspección,Inspección,0.89,44.89,7.03
2000314,1,S007,Neumáticos,Ruedas,Ruedas,1.24,54.86,200.25
2000315,1,S004,Batería,Electricidad,Electricidad,0.76,52.5,163.6
2000316,1,S006,ITV precheck,Inspección,Inspección,1.25,45.0,16.27
2000317,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.63,57.0,35.0
2000318,1,S007,Neumáticos,Ruedas,Ruedas,1.15,57.75,219.9
2000319,1,S006,ITV precheck,Inspección,Inspección,0.87,42.75,6.95
2000320,1,S003,Discos freno,Frenos,Frenos,1.7,54.86,97.65
2000320,2,S004,Batería,Electricidad,Electricidad,1.11,49.88,111.85
2000320,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.72,44.89,28.63
2000321,1,S004,Batería,Electricidad,Electricidad,0.71,49.88,104.81
2000321,2,S007,Neumáticos,Ruedas,Ruedas,1.93,54.86,304.79
2000321,3,S003,Discos freno,Frenos,Frenos,1.48,60.64,137.97
2000322,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.1,60.0,24.17
2000323,1,S004,Batería,Electricidad,Electricidad,0.59,55.12,84.13
2000324,1,S006,ITV precheck,Inspección,Inspección,1.16,47.25,3.23
2000325,1,S006,ITV precheck,Inspección,Inspección,0.85,45.0,10.23
2000326,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.65,47.25,38.69
2000327,1,S006,ITV precheck,Inspección,Inspección,0.8,47.25,18.67
2000328,1,S003,Discos freno,Frenos,Frenos,2.05,57.75,63.22
2000329,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,47.25,31.21
2000330,1,S007,Neumáticos,Ruedas,Ruedas,1.54,57.75,166.88
2000330,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,44.89,24.17
2000330,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.99,59.85,59.99
2000331,1,S006,ITV precheck,Inspección,Inspección,1.2,47.25,9.44
2000331,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.18,45.0,22.56
2000332,1,S003,Discos freno,Frenos,Frenos,1.91,55.0,137.78
2000332,2,S004,Batería,Electricidad,Electricidad,0.65,50.0,122.39
2000333,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.59,60.0,28.25
2000334,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.76,42.75,36.93
2000334,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.71,60.0,54.84
2000335,1,S003,Discos freno,Frenos,Frenos,1.57,54.86,140.55
2000335,2,S004,Batería,Electricidad,Electricidad,0.3,55.12,142.94
2000336,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.42,45.0,21.58
2000336,2,S005,Aire acondicionado,Climatización,Climatización,2.08,57.0,234.26
2000337,1,S007,Neumáticos,Ruedas,Ruedas,1.38,54.86,173.06
2000337,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.07,59.85,43.7
2000338,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.03,42.75,38.88
2000338,2,S003,Discos freno,Frenos,Frenos,1.38,57.75,142.41
2000338,3,S006,ITV precheck,Inspección,Inspección,1.37,45.0,18.01
2000339,1,S002,Pastillas freno,Frenos,Frenos,1.44,50.0,74.51
2000340,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.07,45.0,36.88
2000341,1,S005,Aire acondicionado,Climatización,Climatización,1.38,59.85,201.26
2000341,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,47.25,20.43
2000342,1,S005,Aire acondicionado,Climatización,Climatización,2.06,63.0,221.83
2000342,2,S003,Discos freno,Frenos,Frenos,1.47,57.75,159.09
2000343,1,S006,ITV precheck,Inspección,Inspección,0.84,47.25,13.17
2000344,1,S004,Batería,Electricidad,Electricidad,0.6,49.88,88.9
2000345,1,S007,Neumáticos,Ruedas,Ruedas,1.65,57.75,157.07
2000345,2,S002,Pastillas freno,Frenos,Frenos,1.67,52.5,63.31
2000345,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.7,49.61,36.19
2000346,1,S003,Discos freno,Frenos,Frenos,1.65,55.0,120.11
2000346,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.11,60.0,20.59
2000347,1,S002,Pastillas freno,Frenos,Frenos,1.29,52.5,63.91
2000347,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,45.0,26.23
2000348,1,S005,Aire acondicionado,Climatización,Climatización,2.37,63.0,120.23
2000348,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.19,63.0,57.39
2000348,3,S002,Pastillas freno,Frenos,Frenos,1.13,52.5,78.47
2000349,1,S006,ITV precheck,Inspección,Inspección,0.63,47.25,3.68
2000350,1,S004,Batería,Electricidad,Electricidad,0.77,47.5,163.95
2000351,1,S005,Aire acondicionado,Climatización,Climatización,2.26,59.85,137.07
2000351,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.19,66.15,57.23
2000352,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.13,60.0,59.44
2000352,2,S002,Pastillas freno,Frenos,Frenos,1.27,50.0,68.37
2000353,1,S004,Batería,Electricidad,Electricidad,1.25,52.5,85.2
2000354,1,S002,Pastillas freno,Frenos,Frenos,1.2,55.12,32.85
2000354,2,S006,ITV precheck,Inspección,Inspección,0.82,47.25,2.05
2000355,1,S005,Aire acondicionado,Climatización,Climatización,1.78,59.85,210.23
2000356,1,S006,ITV precheck,Inspección,Inspección,0.42,47.25,16.38
2000357,1,S004,Batería,Electricidad,Electricidad,0.56,50.0,107.66
2000358,1,S005,Aire acondicionado,Climatización,Climatización,2.07,59.85,157.54
2000359,1,S005,Aire acondicionado,Climatización,Climatización,1.91,63.0,167.99
2000359,2,S007,Neumáticos,Ruedas,Ruedas,1.24,60.64,159.47
2000360,1,S006,ITV precheck,Inspección,Inspección,1.08,45.0,15.41
2000360,2,S003,Discos freno,Frenos,Frenos,1.84,55.0,140.17
2000360,3,S005,Aire acondicionado,Climatización,Climatización,2.01,60.0,223.93
2000361,1,S002,Pastillas freno,Frenos,Frenos,0.54,52.5,86.15
2000361,2,S004,Batería,Electricidad,Electricidad,0.74,50.0,161.31
2000362,1,S006,ITV precheck,Inspección,Inspección,0.94,47.25,5.7
2000363,1,S007,Neumáticos,Ruedas,Ruedas,1.73,60.64,292.32
2000364,1,S005,Aire acondicionado,Climatización,Climatización,2.29,60.0,105.32
2000365,1,S003,Discos freno,Frenos,Frenos,1.8,60.64,141.42
2000366,1,S005,Aire acondicionado,Climatización,Climatización,2.01,66.15,144.04
2000367,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.44,63.0,22.0
2000367,2,S007,Neumáticos,Ruedas,Ruedas,1.6,60.64,126.1
2000368,1,S002,Pastillas freno,Frenos,Frenos,0.79,55.12,40.65
2000368,2,S006,ITV precheck,Inspección,Inspección,0.94,44.89,19.08
2000369,1,S004,Batería,Electricidad,Electricidad,0.79,47.5,78.16
2000369,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.5,45.0,23.9
2000370,1,S007,Neumáticos,Ruedas,Ruedas,2.02,57.75,314.91
2000370,2,S002,Pastillas freno,Frenos,Frenos,0.9,52.5,50.55
2000371,1,S006,ITV precheck,Inspección,Inspección,0.97,47.25,2.54
2000371,2,S004,Batería,Electricidad,Electricidad,0.38,47.5,134.15
2000371,3,S007,Neumáticos,Ruedas,Ruedas,1.65,55.0,323.48
2000372,1,S004,Batería,Electricidad,Electricidad,0.74,50.0,168.88
2000373,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.82,45.0,25.59
2000374,1,S003,Discos freno,Frenos,Frenos,2.03,55.0,159.11
2000374,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.22,57.0,17.55
2000375,1,S003,Discos freno,Frenos,Frenos,2.14,54.86,63.59
2000376,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.14,47.25,27.92
2000376,2,S005,Aire acondicionado,Climatización,Climatización,2.34,59.85,135.52
2000377,1,S003,Discos freno,Frenos,Frenos,0.83,52.25,113.21
2000377,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.18,60.0,50.94
2000378,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.95,47.25,15.89
2000378,2,S005,Aire acondicionado,Climatización,Climatización,1.61,59.85,151.81
2000379,1,S006,ITV precheck,Inspección,Inspección,0.61,44.89,0.5
2000379,2,S003,Discos freno,Frenos,Frenos,1.67,57.75,132.53
2000379,3,S005,Aire acondicionado,Climatización,Climatización,2.64,66.15,166.85
2000380,1,S003,Discos freno,Frenos,Frenos,1.84,60.64,151.82
2000381,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.38,44.89,36.3
2000382,1,S007,Neumáticos,Ruedas,Ruedas,1.31,52.25,317.21
2000382,2,S006,ITV precheck,Inspección,Inspección,0.92,47.25,16.19
2000383,1,S007,Neumáticos,Ruedas,Ruedas,1.7,54.86,184.73
2000384,1,S006,ITV precheck,Inspección,Inspección,1.06,47.25,16.84
2000385,1,S005,Aire acondicionado,Climatización,Climatización,2.33,57.0,80.09
2000386,1,S005,Aire acondicionado,Climatización,Climatización,1.58,63.0,135.34
2000387,1,S005,Aire acondicionado,Climatización,Climatización,2.27,60.0,139.15
2000387,2,S007,Neumáticos,Ruedas,Ruedas,1.38,57.75,192.46
2000387,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.12,63.0,23.8
2000388,1,S004,Batería,Electricidad,Electricidad,1.0,49.88,138.89
2000388,2,S003,Discos freno,Frenos,Frenos,1.91,60.64,148.25
2000389,1,S007,Neumáticos,Ruedas,Ruedas,1.48,57.75,286.81
2000390,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.67,45.0,20.78
2000390,2,S007,Neumáticos,Ruedas,Ruedas,1.61,52.25,287.2
2000391,1,S003,Discos freno,Frenos,Frenos,1.86,54.86,105.29
2000391,2,S006,ITV precheck,Inspección,Inspección,1.02,49.61,18.15
2000392,1,S007,Neumáticos,Ruedas,Ruedas,1.35,54.86,354.01
2000392,2,S004,Batería,Electricidad,Electricidad,0.3,52.5,138.23
2000392,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.74,63.0,25.52
2000393,1,S004,Batería,Electricidad,Electricidad,0.49,47.5,137.98
2000394,1,S006,ITV precheck,Inspección,Inspección,1.56,42.75,8.97
2000394,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.93,60.0,21.64
2000395,1,S005,Aire acondicionado,Climatización,Climatización,1.99,60.0,198.16
2000396,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.07,60.0,32.68
2000396,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.54,45.0,35.04
2000397,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.82,63.0,51.43
2000397,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.76,49.61,27.77
2000398,1,S002,Pastillas freno,Frenos,Frenos,0.84,49.88,65.98
2000399,1,S002,Pastillas freno,Frenos,Frenos,1.38,49.88,81.96
2000400,1,S006,ITV precheck,Inspección,Inspección,1.32,47.25,9.61
2000400,2,S004,Batería,Electricidad,Electricidad,0.65,49.88,146.94
2000401,1,S007,Neumáticos,Ruedas,Ruedas,1.27,57.75,130.31
2000402,1,S003,Discos freno,Frenos,Frenos,2.3,52.25,111.08
2000403,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,47.25,18.23
2000404,1,S002,Pastillas freno,Frenos,Frenos,1.01,55.12,60.6
2000405,1,S005,Aire acondicionado,Climatización,Climatización,2.23,60.0,136.48
2000406,1,S007,Neumáticos,Ruedas,Ruedas,1.56,55.0,153.38
2000406,2,S004,Batería,Electricidad,Electricidad,0.61,52.5,72.23
2000407,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.13,63.0,23.64
2000408,1,S007,Neumáticos,Ruedas,Ruedas,1.34,60.64,357.61
2000409,1,S004,Batería,Electricidad,Electricidad,0.72,55.12,89.61
2000410,1,S004,Batería,Electricidad,Electricidad,0.7,50.0,72.27
2000410,2,S007,Neumáticos,Ruedas,Ruedas,1.48,55.0,120.63
2000410,3,S002,Pastillas freno,Frenos,Frenos,1.06,50.0,73.92
2000411,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.22,45.0,39.89
2000411,2,S002,Pastillas freno,Frenos,Frenos,0.87,50.0,64.04
2000411,3,S007,Neumáticos,Ruedas,Ruedas,1.25,52.25,249.8
2000412,1,S004,Batería,Electricidad,Electricidad,0.32,50.0,76.52
2000413,1,S004,Batería,Electricidad,Electricidad,0.51,49.88,126.15
2000414,1,S003,Discos freno,Frenos,Frenos,2.0,55.0,107.5
2000415,1,S004,Batería,Electricidad,Electricidad,0.93,52.5,73.04
2000416,1,S005,Aire acondicionado,Climatización,Climatización,1.92,59.85,229.58
2000417,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.28,59.85,18.29
2000418,1,S002,Pastillas freno,Frenos,Frenos,1.14,52.5,88.12
2000419,1,S005,Aire acondicionado,Climatización,Climatización,2.19,63.0,174.02
2000420,1,S002,Pastillas freno,Frenos,Frenos,0.68,52.5,53.98
2000420,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.17,66.15,11.39
2000421,1,S003,Discos freno,Frenos,Frenos,1.82,60.64,77.39
2000421,2,S004,Batería,Electricidad,Electricidad,0.42,52.5,112.67
2000422,1,S003,Discos freno,Frenos,Frenos,1.98,55.0,98.46
2000422,2,S004,Batería,Electricidad,Electricidad,0.3,47.5,178.23
2000423,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.05,47.25,21.04
2000424,1,S005,Aire acondicionado,Climatización,Climatización,1.7,57.0,144.81
2000425,1,S007,Neumáticos,Ruedas,Ruedas,1.27,54.86,236.8
2000426,1,S005,Aire acondicionado,Climatización,Climatización,1.83,57.0,100.49
2000426,2,S003,Discos freno,Frenos,Frenos,1.98,55.0,151.55
2000427,1,S002,Pastillas freno,Frenos,Frenos,1.07,52.5,86.04
2000427,2,S004,Batería,Electricidad,Electricidad,1.2,52.5,109.19
2000428,1,S004,Batería,Electricidad,Electricidad,1.27,50.0,97.88
2000428,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.15,63.0,1.42
2000429,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.27,49.61,26.92
2000430,1,S002,Pastillas freno,Frenos,Frenos,1.08,50.0,49.9
2000431,1,S002,Pastillas freno,Frenos,Frenos,1.39,47.5,66.01
2000431,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.05,45.0,35.61
2000432,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.96,59.85,37.92
2000432,2,S004,Batería,Electricidad,Electricidad,0.59,55.12,169.11
2000433,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.88,45.0,24.84
2000434,1,S003,Discos freno,Frenos,Frenos,1.62,54.86,119.25
2000435,1,S002,Pastillas freno,Frenos,Frenos,1.23,52.5,82.51
2000436,1,S007,Neumáticos,Ruedas,Ruedas,1.34,57.75,351.41
2000437,1,S006,ITV precheck,Inspección,Inspección,0.89,45.0,6.69
2000438,1,S005,Aire acondicionado,Climatización,Climatización,2.23,59.85,192.58
2000438,2,S004,Batería,Electricidad,Electricidad,0.49,55.12,120.76
2000438,3,S003,Discos freno,Frenos,Frenos,1.8,57.75,65.27
2000439,1,S002,Pastillas freno,Frenos,Frenos,1.12,52.5,85.1
2000439,2,S005,Aire acondicionado,Climatización,Climatización,1.85,63.0,94.18
2000439,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,49.61,34.33
2000440,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.04,47.25,23.44
2000441,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.25,42.75,16.42
2000442,1,S007,Neumáticos,Ruedas,Ruedas,1.81,57.75,157.65
2000443,1,S004,Batería,Electricidad,Electricidad,0.52,52.5,89.44
2000444,1,S007,Neumáticos,Ruedas,Ruedas,1.42,57.75,167.16
2000444,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.97,63.0,16.41
2000445,1,S006,ITV precheck,Inspección,Inspección,1.06,42.75,10.78
